Record_ID,ROI,DSC,HD95,APL,SDSC,DSC_expert_IOV,DSC_binary,SDSC_expert_IOV,SDSC_binary,Category,Location,Why_are_you_interested_in_participating_in_this_challenge__Select_all_that_apply_choiceOpportunity_to_win_gift_cards,Why_are_you_interested_in_participating_in_this_challenge__Select_all_that_apply_choiceComparison_to_peersleaderboard,Why_are_you_interested_in_participating_in_this_challenge__Select_all_that_apply_choiceAccess_to_educational_content,Why_are_you_interested_in_participating_in_this_challenge__Select_all_that_apply_choiceAccess_to_contour_datasets_for_guidelineresearch_purposes,How_did_you_first_hear_about_this_challenge__Select_all_that_apply,Please_specify_Other,What_is_your_profession,What_year_of_residency_are_you_in,What_year_did_you_start_practicing_graduate_residency,Gender,Race_white,HISPANIC_Which_categories_describe_you___Select_all_that_apply___choiceHispanic_Latino_or_Spanish_origin,BLACK_Which_categories_describe_you___Select_all_that_apply___choiceBlack_or_African_American,ASIAN_Which_categories_describe_you___Select_all_that_apply___choiceAsian,OTHER_Which_categories_describe_you___Select_all_that_apply___choiceOther,Academic_affiliation,Practice_type,Colleague_num,Colleague_presence,Treat_site_Breast,Treat_site_CNS,Treat_site_Gastrointestinal,Treat_site_Genitourinary,Treat_site_Gynecologic,Treat_site_Head__Neck,Treat_site_Lung_Thoracic,Treat_site_Lymphoma_Leukemia,Treat_site_Metastatic,Treat_site_Pediatric,Treat_site_Sarcoma,Treat_site_Skin_Cutaneous,Total_years_of_practice
27,GTVp,0.7972214800961795,12.657506206947174,3002,0.6636327010681182,0.7837435050549805,1,0.6770140029502919,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2011.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Academic/university,4,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,11.0
27,GTVn,0.9103712687297054,1.953125,1714,0.6296274304132904,0.9043813196737924,1,0.6328739995543557,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2011.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Academic/university,4,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,11.0
27,Brainstem,0.7811901861840961,4.367320268554277,2686,0.6324887304923751,0.8141588565779211,0,0.7395818052266327,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2011.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Academic/university,4,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,11.0
27,Larynx,0.673789332738228,7.8125,5196,0.519617482451931,0.5956925237635646,1,0.6418820582480957,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2011.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Academic/university,4,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,11.0
27,Parotid_L,0.7484595585367756,12.61977769465453,4345,0.25549432217932455,0.8547487240607499,0,0.505591035870258,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2011.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Academic/university,4,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,11.0
27,Parotid_R,0.794826530244623,5.859375,3785,0.380317631875019,0.8665221918896016,0,0.5063622715724334,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2011.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Academic/university,4,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,11.0
292,GTVp,0.3075082638123721,67.2255165883194,4434,0.1761372816901809,0.7837435050549805,0,0.6770140029502919,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2008.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Non-academic hospital,0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,14.0
292,GTVn,0.03573584450078474,28.11719618296615,4356,0.066604734769294,0.9043813196737924,0,0.6328739995543557,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2008.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Non-academic hospital,0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,14.0
292,CTV1,0.11962672987997262,67.20476931041729,13012,0.09156011190699533,0.8494243888653437,0,0.6492816352837187,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2008.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Non-academic hospital,0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,14.0
292,CTV2,0.07385204800270438,95.52924765852144,51764,0.20259765933613913,0.7026643183859858,0,0.821453993917562,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2008.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Non-academic hospital,0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,14.0
292,Brainstem,0.7797096253808926,9.959022487485909,2213,0.6847253423008764,0.8141588565779211,0,0.7395818052266327,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2008.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Non-academic hospital,0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,14.0
292,Glnd_Submand_L,0.02212705210563883,20.8764063195827,1962,0.11262213720267908,0.8542252062645656,0,0.6414836973828517,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2008.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Non-academic hospital,0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,14.0
292,Glnd_Submand_R,0.01748407171432805,18.552878201259805,2418,0.1742732210755117,0.7965593609563786,0,0.7779116993555693,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2008.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Non-academic hospital,0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,14.0
292,Larynx,0.40147741520111146,10.7421875,6619,0.1408944361365822,0.5956925237635646,0,0.6418820582480957,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2008.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Non-academic hospital,0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,14.0
292,Musc_Constrict,0.21657924408059218,30.295827405818198,9754,0.28956172678632075,0.5707381067458399,0,0.75113838433223,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2008.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Non-academic hospital,0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,14.0
292,Parotid_L,0.7231495064028862,10.915446516576864,4369,0.2739892599433396,0.8547487240607499,0,0.505591035870258,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2008.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Non-academic hospital,0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,14.0
292,Parotid_R,0.4918032786885246,16.223726130293905,4942,0.14622819209731786,0.8665221918896016,0,0.5063622715724334,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2008.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Non-academic hospital,0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,14.0
297,GTVp,0.826440410418311,4.077915463965628,2666,0.773604103774837,0.7837435050549805,1,0.6770140029502919,1,Non-expert,Non-US,Checked,Checked,Checked,Unchecked,Twitter,,Other,,,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,3,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,
297,GTVn,0.8963033489257772,3.088161777508183,1928,0.6128437202638083,0.9043813196737924,0,0.6328739995543557,0,Non-expert,Non-US,Checked,Checked,Checked,Unchecked,Twitter,,Other,,,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,3,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,
297,Brainstem,0.7986294664708762,3.90625,2914,0.6212603607738819,0.8141588565779211,0,0.7395818052266327,0,Non-expert,Non-US,Checked,Checked,Checked,Unchecked,Twitter,,Other,,,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,3,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,
297,Glnd_Submand_L,0.9052556310332499,2.1836601342771385,563,0.7609225460042203,0.8542252062645656,1,0.6414836973828517,1,Non-expert,Non-US,Checked,Checked,Checked,Unchecked,Twitter,,Other,,,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,3,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,
297,Glnd_Submand_R,0.8148220570981619,3.088161777508183,1263,0.7959963616856082,0.7965593609563786,1,0.7779116993555693,1,Non-expert,Non-US,Checked,Checked,Checked,Unchecked,Twitter,,Other,,,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,3,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,
297,Larynx,0.5254157662313258,10.819534042394398,6404,0.3763909181164111,0.5956925237635646,0,0.6418820582480957,0,Non-expert,Non-US,Checked,Checked,Checked,Unchecked,Twitter,,Other,,,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,3,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,
297,Musc_Constrict,0.7021805305336398,6.582725529036206,6125,0.8373424406643714,0.5707381067458399,1,0.75113838433223,1,Non-expert,Non-US,Checked,Checked,Checked,Unchecked,Twitter,,Other,,,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,3,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,
297,Parotid_L,0.7822941527446301,11.131726920755883,3695,0.40022362425773117,0.8547487240607499,0,0.505591035870258,0,Non-expert,Non-US,Checked,Checked,Checked,Unchecked,Twitter,,Other,,,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,3,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,
297,Parotid_R,0.7447604518542734,24.019859997851906,3784,0.3738075878728377,0.8665221918896016,0,0.5063622715724334,0,Non-expert,Non-US,Checked,Checked,Checked,Unchecked,Twitter,,Other,,,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,3,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,
299,GTVp,0.6204967922355651,26.26611879555164,4014,0.4475143950029258,0.7837435050549805,0,0.6770140029502919,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,Colleague (word of mouth),,Resident Physician,3.0,2019.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,7,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,3.0
299,GTVn,0.8617114303560275,3.088161777508183,2249,0.4784695275751489,0.9043813196737924,0,0.6328739995543557,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,Colleague (word of mouth),,Resident Physician,3.0,2019.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,7,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,3.0
299,CTV1,0.20166996150244512,65.87851932976356,12539,0.1356551183220206,0.8494243888653437,0,0.6492816352837187,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,Colleague (word of mouth),,Resident Physician,3.0,2019.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,7,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,3.0
299,CTV2,0.2141275931318921,306.4064441172575,49182,0.3972274052611211,0.7026643183859858,0,0.821453993917562,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,Colleague (word of mouth),,Resident Physician,3.0,2019.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,7,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,3.0
299,Brainstem,0.850251677852349,3.90625,1828,0.8193550737282895,0.8141588565779211,1,0.7395818052266327,1,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,Colleague (word of mouth),,Resident Physician,3.0,2019.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,7,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,3.0
299,Glnd_Submand_L,0.24142926122646063,15.471503858404489,1835,0.10417007964930225,0.8542252062645656,0,0.6414836973828517,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,Colleague (word of mouth),,Resident Physician,3.0,2019.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,7,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,3.0
299,Glnd_Submand_R,0.006770917298081574,17.900551626560457,2451,0.15725515990011557,0.7965593609563786,0,0.7779116993555693,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,Colleague (word of mouth),,Resident Physician,3.0,2019.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,7,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,3.0
299,Larynx,0.19884384211936756,15.126622136670996,6747,0.045927024888546344,0.5956925237635646,0,0.6418820582480957,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,Colleague (word of mouth),,Resident Physician,3.0,2019.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,7,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,3.0
299,Parotid_L,0.4496951219512195,24.95455953335795,4730,0.2376151388520925,0.8547487240607499,0,0.505591035870258,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,Colleague (word of mouth),,Resident Physician,3.0,2019.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,7,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,3.0
299,Parotid_R,0.49252323858278324,15.158112401682185,4618,0.26555258999324427,0.8665221918896016,0,0.5063622715724334,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,Colleague (word of mouth),,Resident Physician,3.0,2019.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,7,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,3.0
304,GTVp,0.7803447489328423,14.515498855748982,2761,0.6698262998578492,0.7837435050549805,0,0.6770140029502919,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2010.0,Female,Unchecked,Unchecked,Unchecked,Unchecked,Checked,No,Non-academic hospital,22,No,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,12.0
304,GTVn,0.7824437641421536,22.565348352929597,1967,0.5001676061431178,0.9043813196737924,0,0.6328739995543557,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2010.0,Female,Unchecked,Unchecked,Unchecked,Unchecked,Checked,No,Non-academic hospital,22,No,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,12.0
304,Brainstem,0.8673077791322408,3.90625,2112,0.8094676518596459,0.8141588565779211,1,0.7395818052266327,1,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2010.0,Female,Unchecked,Unchecked,Unchecked,Unchecked,Checked,No,Non-academic hospital,22,No,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,12.0
304,Glnd_Submand_L,0.8756332320162108,1.953125,869,0.6222230966938838,0.8542252062645656,1,0.6414836973828517,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2010.0,Female,Unchecked,Unchecked,Unchecked,Unchecked,Checked,No,Non-academic hospital,22,No,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,12.0
304,Glnd_Submand_R,0.5365083541639258,7.465255622140895,1875,0.5363108721740723,0.7965593609563786,0,0.7779116993555693,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2010.0,Female,Unchecked,Unchecked,Unchecked,Unchecked,Checked,No,Non-academic hospital,22,No,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,12.0
304,Parotid_L,0.8086953350111244,6.550980402831415,3617,0.39946448822929004,0.8547487240607499,0,0.505591035870258,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2010.0,Female,Unchecked,Unchecked,Unchecked,Unchecked,Checked,No,Non-academic hospital,22,No,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,12.0
304,Parotid_R,0.8416137339055794,3.90625,3564,0.4269691912187735,0.8665221918896016,0,0.5063622715724334,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2010.0,Female,Unchecked,Unchecked,Unchecked,Unchecked,Checked,No,Non-academic hospital,22,No,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,12.0
31,GTVp,0.6590952839268528,6.582725529036206,4531,0.3530968944940803,0.7837435050549805,0,0.6770140029502919,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2007.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,15.0
31,GTVn,0.839958582811867,4.1932170045987665,2988,0.3779023169155245,0.9043813196737924,0,0.6328739995543557,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2007.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,15.0
31,CTV1,0.8120905435322822,4.367320268554277,10702,0.46795461180810033,0.8494243888653437,0,0.6492816352837187,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2007.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,15.0
31,CTV2,0.5198611402491401,52.15562567500059,45083,0.749769162924393,0.7026643183859858,0,0.821453993917562,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2007.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,15.0
31,Brainstem,0.852714643481548,3.0,2476,0.8275015309489021,0.8141588565779211,1,0.7395818052266327,1,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2007.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,15.0
31,Glnd_Submand_L,0.6804653270886841,4.8828125,1418,0.34321277736312544,0.8542252062645656,0,0.6414836973828517,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2007.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,15.0
31,Glnd_Submand_R,0.4123241795043536,10.239231314417907,2108,0.4490843279327357,0.7965593609563786,0,0.7779116993555693,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2007.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,15.0
31,Larynx,0.6474107577362379,6.8359375,5616,0.4253105331068644,0.5956925237635646,1,0.6418820582480957,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2007.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,15.0
31,Musc_Constrict,0.5324911679691682,6.8359375,7200,0.73892071517054,0.5707381067458399,0,0.75113838433223,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2007.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,15.0
31,Parotid_L,0.6379992344009188,25.03087570920225,5030,0.1361180042960791,0.8547487240607499,0,0.505591035870258,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2007.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,15.0
31,Parotid_R,0.6425417075564279,25.258440778607184,4962,0.12440801093419723,0.8665221918896016,0,0.5063622715724334,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2007.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,15.0
32,GTVp,0.7955511122219445,4.8828125,3326,0.665407473661243,0.7837435050549805,1,0.6770140029502919,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2016.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Non-academic hospital,20,Yes,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,6.0
32,GTVn,0.92475738011126,1.3810679320049757,1615,0.7016209191235959,0.9043813196737924,1,0.6328739995543557,1,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2016.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Non-academic hospital,20,Yes,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,6.0
32,CTV1,0.8774081294677484,3.521046167445302,8416,0.7005172907885255,0.8494243888653437,1,0.6492816352837187,1,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2016.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Non-academic hospital,20,Yes,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,6.0
32,CTV2,0.6785260971575829,134.10053842821915,43182,0.7572127286092171,0.7026643183859858,0,0.821453993917562,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2016.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Non-academic hospital,20,Yes,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,6.0
32,Brainstem,0.4533299855627393,15.500283515552223,3701,0.31066825150027255,0.8141588565779211,0,0.7395818052266327,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2016.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Non-academic hospital,20,Yes,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,6.0
